rid,PrimaryKey,DBKey,ProjectKey,DateVisited,EcologicalSiteId,PercentCoveredByEcoSite,Latitude_NAD83,Longitude_NAD83,LocationStatus,LocationType,Latitude_NAD83_Actual,Longitude_NAD83_Actual,BareSoilCover,TotalFoliarCover,AH_AnnGrassCover,AH_ForbCover,AH_GrassCover,AH_PerenForbCover,AH_PerenForbGrassCover,AH_PerenGrassCover,AH_ShrubCover,FH_CyanobacteriaCover,FH_DepSoilCover,FH_DuffCover,FH_EmbLitterCover,FH_HerbLitterCover,FH_LichenCover,FH_MossCover,FH_RockCover,FH_TotalLitterCover,FH_VagrLichenCover,FH_WaterCover,FH_WoodyLitterCover,GapCover_101_200,GapCover_200_plus,GapCover_25_50,GapCover_25_plus,GapCover_51_100,Hgt_Forb_Avg,Hgt_Grass_Avg,Hgt_Herbaceous_Avg,Hgt_PerenForb_Avg,Hgt_PerenForbGrass_Avg,Hgt_PerenGrass_Avg,Hgt_Woody_Avg,RH_AnnualProd,RH_BareGround,RH_BioticIntegrity,RH_CommentsBI,RH_CommentsHF,RH_CommentsSS,RH_Compaction,RH_DeadDyingPlantParts,RH_FuncSructGroup,RH_Gullies,RH_HydrologicFunction,RH_InvasivePlants,RH_LitterAmount,RH_LitterMovement,RH_PedestalsTerracettes,RH_PlantCommunityComp,RH_ReprodCapabilityPeren,RH_Rills,RH_SoilSiteStability,RH_SoilSurfLossDeg,RH_SoilSurfResisErosion,RH_WaterFlowPatterns,RH_WindScouredAreas,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,DateLoadedInDb,mlra_name,mlrarsym,na_l1name,na_l2name,us_l3name,us_l4name,State,modis_landcover,horizontal_flux_total_MD,vertical_flux_MD,PM2_5_MD,PM10_MD
20005,19060312322128872019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-03T00:00:00.000Z,R010AY009ID,NA,42.8641096,-116.448149,NA,NA,NA,NA,3.33333333,58.66666667,31.33333333,6,50,4,28.66666667,24.66666667,8.66666667,0,0,0,0,6.66666667,0,0,31.33333333,6.66666667,0,0,0,17.05333333,10.04,10.66666667,51.46666667,13.70666667,68.5,36.30357143,49.86206897,68.5,42.79069767,41.53658537,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61111111,4.5,1.66666667,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.047276302,0,0,0
20006,19060411300694892019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-04T00:00:00.000Z,R010AY009ID,NA,42.895613,-116.500412,NA,NA,NA,NA,4,84.66666667,62.66666667,2.66666667,80,0.66666667,36,35.33333333,26.66666667,0,0,0,0,6.66666667,0,0,4,7.33333333,0,0,0.66666667,3.16,0,8.52,22.37333333,10.69333333,9.5,37.89090909,44.5,NA,45.40740741,45.40740741,71.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55555556,5.54545455,5.57142857,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.009128706,0,0,0
20007,1906041629427852019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-04T00:00:00.000Z,R025XY011ID,NA,42.808947,-116.56475,NA,NA,NA,NA,7.33333333,66.66666667,0,17.33333333,51.33333333,12,60.66666667,51.33333333,13.33333333,0,0,0,0,8,0,8,6.66666667,11.33333333,0,0,3.33333333,1.8,3.64,14.64,32.57333333,12.49333333,9.0625,27.86046512,32.13333333,9.21428571,23.51785714,28.28571429,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666667,5.71428571,3.18181818,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.206312217,0,0,0
20008,19060512010071332019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-05T00:00:00.000Z,R025XY044ID,NA,42.805495,-116.508499,NA,NA,NA,NA,18.66666667,66.66666667,0,8.66666667,51.33333333,4,54.66666667,51.33333333,26,0,0,0,0,4.66666667,0,0,7.33333333,7.33333333,0,0,2.66666667,8.52,6.13333333,16.10666667,43.66666667,12.90666667,13,34.0625,38.26666667,14,32.70588235,34.29787234,41.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5.16666667,2.66666667,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,0.798411748,1.40E-06,0,0
20009,19072511530399812019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY043ID,NA,42.825336,-116.439168,NA,NA,NA,NA,8.66666667,59.33333333,0,2.66666667,45.33333333,2.66666667,46.66666667,45.33333333,21.33333333,0,0,0,0,8,2.66666667,6,14,9.33333333,0,0,1.33333333,0,0,13.32,18.41333333,5.09333333,19.6,44.57692308,53.8,19.6,42.38596491,44.57692308,30.95454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61111111,5.5,6,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.006433512,0,0,0
20010,19072512120036342019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY011ID,NA,42.753421,-116.555315,NA,NA,NA,NA,2.66666667,74.66666667,12,8,63.33333333,7.33333333,56.66666667,53.33333333,30.66666667,0,0,0,0,8.66666667,0,0,12.66666667,10,0,0,1.33333333,2.13333333,4.05333333,17.24,32.73333333,9.30666667,25.36363636,32.13333333,37.82758621,24.77777778,34.60465116,37.20588235,76.78571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.76923077,2,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.044700048,0,0,0
20011,19072512144236802019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY010ID,NA,42.77793,-116.535066,NA,NA,NA,NA,13.33333333,66,0,0,49.33333333,0,49.33333333,49.33333333,31.33333333,0,0,0,0,11.33333333,0,0.66666667,7.33333333,12.66666667,0,0,1.33333333,3.05333333,0,8.73333333,25.97333333,14.18666667,15,26.66037736,32.23333333,18.5,26.0877193,26.66037736,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61111111,6,5.125,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.194596249,0,0,0
20012,19072515073974572019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY043ID,NA,42.823246,-116.450662,NA,NA,NA,NA,10,58.66666667,0,2,51.33333333,2,52,51.33333333,10.66666667,0,0,0,0,12.66666667,2,6,10,13.33333333,0,0,0.66666667,0,0,15.33333333,21.6,6.26666667,18,47.43137255,58.4,18,45.29090909,47.43137255,30.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666667,6,4.5,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.006357301,0,0,0
20013,19072515294681672019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY010ID,NA,42.775069,-116.514686,NA,NA,NA,NA,2.66666667,61.33333333,2.66666667,3.33333333,52.66666667,3.33333333,52.66666667,50,10.66666667,0,0,0,0,18.66666667,0,0,17.33333333,18.66666667,0,0,0,0,0,6.13333333,10.30666667,4.17333333,6,34.87272727,42.9,6,34.34545455,35.41509434,34.18181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94444444,6,5,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.030353827,0,0,0
20014,19072515592762042019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-25T00:00:00.000Z,R025XY010ID,NA,42.763606,-116.565225,NA,NA,NA,NA,10.66666667,50,0,2.66666667,31.33333333,2.66666667,33.33333333,31.33333333,13.33333333,0,0,0,0,12,0,0,26,13.33333333,0,0,1.33333333,10.28,6.74666667,14.18666667,50.46666667,19.25333333,10.25,16.2195122,18.63333333,10.85714286,15.4375,16.2195122,133.2941177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38888889,5.16666667,2.5,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.06339507,0,0,0
20015,19072610190177262019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-26T00:00:00.000Z,R025XY011ID,NA,42.828473,-116.493723,NA,NA,NA,NA,6.66666667,70.66666667,0.66666667,8.66666667,49.33333333,8.66666667,56,48.66666667,18,0,0,0,0,12.66666667,0,0,8.66666667,14,0,0,1.33333333,1.42666667,0,5.56,16.68,9.69333333,26.33333333,49.75,61.24137931,25.8,47.82692308,50.17021277,150.7857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,0.001933475,0,0,0
20016,19072610394682702019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-26T00:00:00.000Z, UNKOWN,NA,42.950699,-116.501846,NA,NA,NA,NA,4.66666667,56,15.33333333,6.66666667,45.33333333,4,34,30.66666667,8.66666667,0,0,0,0,25.33333333,0,0.66666667,5.33333333,33.33333333,0,0,8,1.6,0,13.37333333,24.29333333,9.32,24.92307692,10.9787234,17.8,7.66666667,9.71428571,9.96,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333,6,1.71428571,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Unwooded Alkaline Foothills,ID,Grasslands,0.058135691,0,0,0
20017,19072614360035632019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-26T00:00:00.000Z,R025XY010ID,NA,42.842393,-116.495346,NA,NA,NA,NA,12,59.33333333,0,5.33333333,42,5.33333333,46,42,18.66666667,0,0,0,0,12,0,0,14,14.66666667,0,0,2.66666667,4.34666667,0,11.26666667,23.64,8.02666667,21.7,39.97916667,47.73333333,21.7,36.82758621,39.97916667,57.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61111111,6,4.6,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,0.018932576,0,0,0
20018,19072711333498982019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-07-27T00:00:00.000Z,R025XY011ID,NA,42.842881,-116.474266,NA,NA,NA,NA,4,86,16.66666667,16,76,15.33333333,72.66666667,64.66666667,24,0,0,0,0,6,0,0,2.66666667,7.33333333,0,0,1.33333333,1.62666667,0,6.38666667,13.72,5.70666667,35.5,44.54166667,51.13793103,41.16666667,44.82692308,45.30434783,81.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55555556,4,2.4,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,0.003596261,0,0,0
20019,19090715400470792019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-09-07T00:00:00.000Z,R011XY001ID,NA,42.951918,-116.477655,NA,NA,NA,NA,22.66666667,37.33333333,12.66666667,0.66666667,26,0,14,14,16.66666667,0,0,0,0,29.33333333,0,0,2.66666667,37.33333333,0,0,8,25.64,23.12,8.22666667,71.34666667,14.36,3,7.9375,10.5,3,4.41666667,4.47826087,45.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333,4.58333333,2.33333333,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Unwooded Alkaline Foothills,ID,Grasslands,4.5779334,7.21E-05,1.62E-05,3.90E-05
20020,1909121257525812019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-09-11T00:00:00.000Z,R011XY001ID,NA,42.92272,-116.503254,NA,NA,NA,NA,3.33333333,59.33333333,0,3.33333333,46.66666667,2.66666667,47.33333333,46.66666667,14,0,0,0,0,14,0,2,1.33333333,34,0,0,20,1.68,6.21333333,3.68,16.32,4.74666667,19.71428571,14.875,18.78571429,29.66666667,16.12121212,14.76666667,60.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38888889,5.53846154,5,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.13590264,0,0,0
20021,19092822071976082019-09-01,ID_BOSH_LUP_2019_5-4_02.mdb,BLM_AIM,2019-09-09T00:00:00.000Z,R025XY022ID,NA,42.924676,-116.536541,NA,NA,NA,NA,1.33333333,69.33333333,0,3.33333333,40.66666667,3.33333333,42.66666667,40.66666667,40,0,0,0.66666667,0,12.66666667,0,2,2.66666667,24,0,0,11.33333333,0,5.72,4.02666667,16.90666667,7.16,22.16666667,23.52941176,28.92,22.16666667,23.15384615,23.33333333,50.46153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61111111,5.61111111,NA,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,0.062488916,0,0,0
20022,19050712145139422019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-05-07T00:00:00.000Z,R025XY040ID,NA,42.699067,-116.036175,NA,NA,NA,NA,7.33333333,56.66666667,10.66666667,0,36.66666667,0,26.66666667,26.66666667,30,0,0,0,0,10,0,0,24.66666667,11.33333333,0,0,1.33333333,6.8,0,19.30666667,40.70666667,14.6,NA,17.64705882,23,NA,22.62962963,22.62962963,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22222222,3.5,3.1875,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.041441074,0,0,0
20023,19050716105490262019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-05-07T00:00:00.000Z,R025XY040ID,NA,42.742951,-116.041159,NA,NA,NA,NA,21.33333333,40.66666667,24.66666667,0.66666667,31.33333333,0,7.33333333,7.33333333,14.66666667,0,0,0,0,3.33333333,0,3.33333333,29.33333333,5.33333333,0,0,2,26.38666667,17.97333333,4.01333333,59.02666667,10.65333333,7.33333333,15.27777778,15.43333333,NA,21.14285714,21.14285714,35.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61111111,3.5,2.5,2022-07-31T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Unwooded Alkaline Foothills,ID,Grasslands,306.6332264,0.054261286,0.0168289,0.038171797
20024,19062510370921362019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-25T00:00:00.000Z,R011XY001ID,NA,42.486764,-115.766841,NA,NA,NA,NA,2,86,28,1.33333333,85.33333333,0,74,74,0,0,0,0,0,10,0,0,2,10,0,0,0,1.46666667,0,10.10666667,17.37333333,5.8,37.83333333,48.96078431,66.6,58.5,59.92105263,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55555556,3.33333333,1,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0,0,0,0
20025,19062512060010292019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-25T00:00:00.000Z,R011XY001ID,NA,42.461958,-115.838646,NA,NA,NA,NA,10.66666667,50,7.33333333,2,32,2,26.66666667,24.66666667,25.33333333,0,0,0,0,10,0,0.66666667,26.66666667,12,0,0,2,8.44,0,12.66666667,42.46666667,21.36,5,20.21818182,26.6,NA,26.58823529,26.58823529,46.82352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55555556,5.7,5.375,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.041481936,0,0,0
20026,19062515095844642019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-25T00:00:00.000Z,R025XY040ID,NA,42.521975,-115.741606,NA,NA,NA,NA,12,51.33333333,26.66666667,0,39.33333333,0,16,16,18,0,0,0,0,10,0,0,24.66666667,12,0,0,2,17.01333333,6.48,6.62666667,41.10666667,10.98666667,12.5,28.30434783,32.60714286,NA,32.0952381,32.0952381,28.27777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27777778,2.83333333,2,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,0.222289601,0,0,0
20027,1906251618055722019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-25T00:00:00.000Z,R011XY001ID,NA,42.390808,-115.862046,NA,NA,NA,NA,22.66666667,44,0,2.66666667,16.66666667,1.33333333,18,16.66666667,32,0,0,0,0,6,2.66666667,8.66666667,14,8,0,0,2,20.73333333,7.65333333,11.58666667,53.36,13.38666667,3.16666667,21.78125,22.62068966,5.25,20.81818182,22.96551724,37.22727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20028,19062608394357322019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R025XY010ID,NA,42.331467,-116.160193,NA,NA,NA,NA,11.33333333,38.66666667,3.33333333,1.33333333,31.33333333,1.33333333,30,28.66666667,12,0,0,0,0,8.66666667,0,0,41.33333333,8.66666667,0,0,0,14.09333333,20.54666667,10.88,60.04,14.52,12.57142857,21,23.44444444,14,21.7,22.55555556,33.46153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333,3.83333333,3.08333333,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20029,19062609061535122019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R025XY010ID,NA,42.17135,-115.873323,NA,NA,NA,NA,23.33333333,59.33333333,0,6.66666667,48.66666667,6.66666667,52,48.66666667,12.66666667,0,0,0,0,11.33333333,0,0,6,11.33333333,0,0,0,2.85333333,0,12.08,19.54666667,4.61333333,8.5,35.92592593,40.13333333,7.2,33.49152542,35.92592593,28.15384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11111111,5.3,4.875,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20030,19062613350761542019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R011XY001ID,NA,42.435815,-115.736726,NA,NA,NA,NA,5.33333333,67.33333333,42,1.33333333,56,0,21.33333333,21.33333333,16,0,0,0,0,22,0,0,4,23.33333333,0,0,1.33333333,2.6,0,2.68,12.54666667,7.26666667,9,31.36734694,37.65517241,9,37.17391304,38.45454545,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,4.875,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20031,19062613475949892019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R025XY024ID,NA,42.275712,-116.172949,NA,NA,NA,NA,10,78,31.33333333,24,61.33333333,12,43.33333333,34.66666667,34,0,0,0,0,11.33333333,0,0,0,12,0,0,0.66666667,1.68,0,5.21333333,12.2,5.30666667,15.18181818,25,27.36666667,17,25.75675676,27.8,69.26315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16666667,4,2.63636364,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20032,19062616225970412019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R011XY001ID,NA,42.44586,-115.73737,NA,NA,NA,NA,15.33333333,42.66666667,15.33333333,0.66666667,30,0.66666667,17.33333333,16.66666667,16.66666667,0,0,0,0,9.33333333,0,0.66666667,30,11.33333333,0,0,2,16.73333333,16.10666667,4.2,48.38666667,11.34666667,10,26.47368421,28.30769231,10,32.15789474,33.38888889,45.07692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22222222,6,4.72727273,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20033,1906261629397342019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-26T00:00:00.000Z,R025XY019ID,NA,42.08145,-115.78994,NA,NA,NA,NA,18.66666667,48,34.66666667,1.33333333,37.33333333,0,3.33333333,3.33333333,19.33333333,0,0,0,0,14.66666667,0,0,17.33333333,16,0,0,1.33333333,12.56,0,8.8,29.16,7.8,12.28571429,24.375,25.66666667,NA,23.8,23.8,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77777778,4.66666667,2.4,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
20034,19062708220016382019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-27T00:00:00.000Z,R025XY024ID,NA,42.229389,-116.169075,NA,NA,NA,NA,6.66666667,73.33333333,30,14,52,12.66666667,36,24.66666667,20,0,0,0,0,10,0,2.66666667,6.66666667,10.66666667,0,0,0.66666667,0,0,2.34666667,3.34666667,1,31.07142857,28.84782609,34.23333333,33.91666667,31,29.93939394,55.18181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27777778,5.8,4.625,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,High Desert Wetlands,ID,Grasslands,NA,NA,NA,NA
20035,19062708280988022019-09-01,ID_BruneauFO_LUP_2019_5-4_02.mdb,BLM_AIM,2019-06-27T00:00:00.000Z,R025XY011ID,NA,42.439383,-116.225844,NA,NA,NA,NA,6.66666667,82,10,6,66.66666667,0.66666667,58.66666667,58.66666667,32.66666667,0,0,0,0,6.66666667,0,0,3.33333333,8,0,0,1.33333333,7.02666667,0,7.78666667,26.73333333,11.92,11,32.42307692,35.3,12,33.69767442,34.21428571,53.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11111111,3.53846154,2,2022-07-31T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,3.368721135,9.13E-05,2.83E-05,6.42E-05
