"rid","PrimaryKey","DBKey","ProjectKey","DateVisited","EcologicalSiteId","PercentCoveredByEcoSite","Latitude_NAD83","Longitude_NAD83","LocationStatus","LocationType","Latitude_NAD83_Actual","Longitude_NAD83_Actual","BareSoilCover","TotalFoliarCover","AH_AnnGrassCover","AH_ForbCover","AH_GrassCover","AH_PerenForbCover","AH_PerenForbGrassCover","AH_PerenGrassCover","AH_ShrubCover","FH_CyanobacteriaCover","FH_DepSoilCover","FH_DuffCover","FH_EmbLitterCover","FH_HerbLitterCover","FH_LichenCover","FH_MossCover","FH_RockCover","FH_TotalLitterCover","FH_VagrLichenCover","FH_WaterCover","FH_WoodyLitterCover","GapCover_101_200","GapCover_200_plus","GapCover_25_50","GapCover_25_plus","GapCover_51_100","Hgt_Forb_Avg","Hgt_Grass_Avg","Hgt_Herbaceous_Avg","Hgt_PerenForb_Avg","Hgt_PerenForbGrass_Avg","Hgt_PerenGrass_Avg","Hgt_Woody_Avg","RH_AnnualProd","RH_BareGround","RH_BioticIntegrity","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","RH_Compaction","RH_DeadDyingPlantParts","RH_FuncSructGroup","RH_Gullies","RH_HydrologicFunction","RH_InvasivePlants","RH_LitterAmount","RH_LitterMovement","RH_PedestalsTerracettes","RH_PlantCommunityComp","RH_ReprodCapabilityPeren","RH_Rills","RH_SoilSiteStability","RH_SoilSurfLossDeg","RH_SoilSurfResisErosion","RH_WaterFlowPatterns","RH_WindScouredAreas","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","DateLoadedInDb","mlra_name","mlrarsym","na_l1name","na_l2name","us_l3name","us_l4name","State","modis_landcover","horizontal_flux_total_MD","vertical_flux_MD","PM2_5_MD","PM10_MD","corrected_ecosite_id","corrected_mlra"
110847,"18010208375744432017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-11-29,"R042XB027NM",NA,32.90048,-107.423247,NA,NA,NA,NA,4.66666667,65,0,2,57.66666667,0.66666667,57.66666667,57.66666667,4.33333333,0,0,0,0,7.33333333,0,0,23,7.33333333,0,0,0,13.94666667,3.12,15.76,46.01333333,13.18666667,30,41.27586207,40.9,30,40.9,41.27586207,33.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17647059,3.5,2.5,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.011022210559579,0,0,0,"R042BB027NM","042B"
110848,"17082310102561542017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-22,"R042XB014NM",NA,32.8610942,-106.9440886,NA,NA,NA,NA,42.66666667,47,0,0.33333333,45.33333333,0.33333333,45.33333333,45.33333333,2,0,0,0,0,8.66666667,0.33333333,0,0.33333333,9.66666667,0,0,1,16.72,7.89333333,12.46666667,50.92,13.84,NA,26.11111111,26.11111111,NA,26.11111111,26.11111111,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88888889,4.9,4.875,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",2.74703483051805,1.70499057954238e-05,5.28395892695345e-06,1.1990486769094e-05,"R042BB014NM","042B"
110849,"17083113053717282017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-29,"R042XB014NM",NA,33.0412891,-106.9566471,NA,NA,NA,NA,48,32.33333333,0.33333333,9,1.33333333,0.33333333,1.33333333,1,30.66666667,0,0,0,0,14.66666667,0,0,0,19.66666667,0,0,5,10.65333333,38.85333333,3.81333333,60.77333333,7.45333333,10.06666667,NA,10.06666667,1,1,NA,198.72727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666667,3.81818182,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.0824519168514197,0,0,0,"R042BB014NM","042B"
110850,"17092211440696192017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-17,"R042XB027NM",NA,32.927623,-107.2701449,NA,NA,NA,NA,1.33333333,48,0,2.33333333,0.33333333,1,1.33333333,0.33333333,41.33333333,0,0,0,0,11,0,0,38.33333333,12.33333333,0,0,1.33333333,19.6,15.65333333,2.89333333,45.41333333,7.26666667,10.1875,7.66666667,9.78947368,15,12.25,7.66666667,75.04166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54545455,1.57142857,4.25,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",0.0130355627586884,0,0,0,"R042BB027NM","042B"
110851,"17100810032860442017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-10-05,"R042XB010NM",NA,32.7560847,-107.0953997,NA,NA,NA,NA,9.33333333,20.33333333,0,0,0,0,0,0,19.66666667,0,0,0,0,6.66666667,0,0,63,7.33333333,0,0,0.66666667,13.37333333,49.90666667,0.66666667,79.21333333,15.26666667,7.5,NA,7.5,11.5,11.5,NA,28.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,4.2,1.54545455,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",4.24112471441044,4.94034531572116e-05,0,1.67047698122655e-05,"R042BB010NM","042B"
110852,"17091216050237682017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-11,"R042XB027NM",NA,33.3562526,-107.2028817,NA,NA,NA,NA,1.33333333,29.66666667,0,0.33333333,6.66666667,0.33333333,7,6.66666667,23.66666667,0,0,0,0,12,0,0,56.33333333,12.66666667,0,0,0.66666667,15,40.70666667,4.92,67.65333333,7.02666667,8.33333333,17.66666667,15.33333333,4,16.3,17.66666667,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.109030670915628,0,0,0,"R042BB027NM","042B"
110853,"17100209515146572017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-19,"R070DY153NM",NA,32.448789,-105.4501329,NA,NA,NA,NA,17,72,0.33333333,0,69,0,69,69,0,0,0,0,0,10.33333333,0,0,0.66666667,10.33333333,0,0,0,0,0,13.50666667,14.22666667,0.72,NA,37.3,37.3,NA,37.3,37.3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94444444,3.6875,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"TEMPERATE SIERRAS","UPPER GILA MOUNTAINS (?)","Arizona/New Mexico Mountains","Chihuahuan Desert Slopes","NM","Open Shrublands",0.00099133557339966,0,0,0,"R070DY153NM","070D"
110854,"17082210074895312017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-21,"R042XB012NM",NA,32.7187288,-107.0427706,NA,NA,NA,NA,61,27.33333333,6.33333333,12,12,7.33333333,12.33333333,5.66666667,7.66666667,0,0,0,0,7,0,0,2.33333333,9.33333333,0,0,2.33333333,33.94666667,19.93333333,6.10666667,76.8,16.81333333,12.25,26.46153846,18.62068966,14.125,27.46666667,42.71428571,96.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38888889,4.66666667,2.75,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",3.53604519800694,1.79939586103382e-05,5.38031346101197e-06,1.26063019910461e-05,"R042BB012NM","042B"
110855,"17090615524756542017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-05,"R042XC006NM",NA,32.66577,-106.00423,NA,NA,NA,NA,57,19,1,4,5.66666667,1.66666667,6.33333333,4.66666667,0.66666667,0,0,0,0,23.33333333,0,0,0,24,0,0,0.66666667,32.02666667,28.82666667,7.33333333,83.28,15.09333333,8.5,15.47368421,13.06896552,6.6,14.27272727,16.52941176,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27777778,4,4.3125,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Mixed Forests",56.1564819132722,0.000640227031306,2.20599600354977e-05,0.00027909435815232,"R070BB006NM","070B"
110857,"17081415013076192017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-13,"R042XB012NM",NA,33.3869119,-106.076279,NA,NA,NA,NA,47.66666667,33,0,0,21.66666667,0,21.66666667,21.66666667,21.66666667,0,0,0,0,14.66666667,0,0,3,16.33333333,0,0,1.66666667,12,45.4,1.30666667,65.36,6.65333333,14.5,46.23076923,42,NA,46.23076923,46.23076923,86.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16666667,5.6,2.23076923,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",3.42103528508825,8.57353981819242e-06,0,2.89897619096474e-06,"R042BB012NM","042B"
110858,"17083109523692122017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-28,"R042XB037NM",NA,33.4575521,-106.8238559,NA,NA,NA,NA,19.33333333,41,15,15.33333333,22,2.66666667,9.33333333,7.33333333,0,0,0,0,0,2.66666667,0,0,37,2.66666667,0,0,0,13.12,15.18666667,10.61333333,55.08,16.16,18,17.73333333,17.85185185,19.66666667,22.57142857,24.75,25.57142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Lava Malpais","NM","Open Shrublands",3.00107938445553,1.57219519725801e-05,0,5.31602794339652e-06,"R042BB037NM","042B"
110859,"17092211134033552017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-19,"R042XD007NM",NA,32.079578,-105.833509,NA,NA,NA,NA,12.66666667,73.33333333,0,4.33333333,57.66666667,4.33333333,60,57.66666667,0.33333333,0,0,0,0,6.66666667,0,0,7.33333333,6.66666667,0,0,0,0,0,19.70666667,25.02666667,5.32,NA,39.36666667,39.36666667,NA,39.36666667,39.36666667,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27777778,4.92307692,2.6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",0.00498884668583818,0,0,0,"R042AD007NM","042A"
110860,"17092212034618812017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-09-18,"R042XD001NM",NA,32.21945,-105.655946,NA,NA,NA,NA,21.66666667,71.33333333,6.33333333,11.66666667,68,2,66,65.66666667,0.33333333,0,0,0,0,5.33333333,0.66666667,0,1,5.33333333,0,0,0,5.25333333,0,7.52,20.17333333,7.4,24,39.10344828,38.6,NA,40.26923077,40.26923077,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666667,5.625,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",0.115802558027149,0,0,0,"R042AD001NM","042A"
110861,"17081409463175532017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","BLM_AIM",2017-08-13,"R042XB012NM",NA,32.17202,-106.82478,NA,NA,NA,NA,66.33333333,24.33333333,0,1.33333333,0,1,1,0,16.33333333,0,0,0,0,8.66666667,0,0,0.66666667,8.66666667,0,0,0,11.09333333,60.22666667,1.85333333,74.82666667,1.65333333,6.57142857,1.75,4,20.5,20.5,NA,61.27272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05555556,1.09090909,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",30.5748266605254,0.00024134762042419,6.9926150933451e-05,0.00016912887067852,"R042BB012NM","042B"
110875,"17082309591839942017-09-01","NM_RioPuercoFO_LUP_ 2017_5-3b_01.mdb","BLM_AIM",2017-08-22,"R035XA115NM",NA,34.869564,-107.392177,NA,NA,NA,NA,16.66666667,54,0.66666667,20.66666667,37.33333333,13.33333333,45.33333333,36.66666667,4.66666667,0,0,0,0,27.33333333,0,0,0,29.33333333,0,0,2,13.36,0,12.85333333,50.13333333,23.92,40.81818182,72.94444444,60.75862069,39.85714286,63.68,72.94444444,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333,5.5,1.75,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","COLD DESERTS","Arizona/New Mexico Plateau","Semiarid Tablelands","NM","Open Shrublands",0.0514437678588229,0,0,0,"R035XA115NM","035X"
111108,"1000000032018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-16,"R042XB023NM",NA,31.88035,-106.97939,NA,NA,NA,NA,31.66666667,54.33333333,0,0,7.66666667,0,7.66666667,7.66666667,53.33333333,0,0,0,0,10,0,0,0,14,0,0,4,12.98666667,12.36,3.88,34.8,5.57333333,6,30,26.57142857,6,26.57142857,30,87.7037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66666667,3.85714286,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Closed Shrublands",NA,NA,NA,NA,"R042BB023NM","042B"
111109,"1000000302018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-05,"R042XB024NM",NA,32.2140208,-106.6741286,NA,NA,NA,NA,4.66666667,43,32.66666667,6.66666667,32.66666667,1,1,0,10.66666667,0,0,0,0,25.66666667,0,0,26.33333333,26,0,0,0.33333333,4.18666667,82.58666667,1.90666667,89.41333333,0.73333333,15.91666667,14.23529412,14.93103448,27,27,NA,34.77777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.125,3.8,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",8.1370423592829,0.00016657163888794,2.14978131385083e-06,5.63291916678539e-05,"R042BB024NM","042B"
111110,"1000000692018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-09-03,"R042XB012NM",NA,31.8057524,-107.439835,NA,NA,NA,NA,77.33333333,13,4.33333333,1.66666667,4.66666667,0,0.33333333,0.33333333,7.66666667,0,0,0,0,5.66666667,3.33333333,0,0.33333333,6,0,0,0.33333333,6.62666667,61.44,3.86666667,77.53333333,5.6,6.4,15.6,12.53333333,NA,40,40,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55555556,4,2.26666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",13.2697051851422,0.00011272986296515,3.49421323634516e-05,7.92837871782178e-05,"R042BB012NM","042B"
111111,"1000000772018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-22,"R042XB015NM",NA,32.0213298,-106.9309198,NA,NA,NA,NA,24.66666667,47.66666667,9.33333333,4,38,0,31.66666667,31.66666667,5.33333333,0,0,0,0,18,0,0,6,21.66666667,0,0,3.66666667,7.34666667,10.04,6.93333333,29.49333333,5.17333333,26.125,16.26315789,19.18518519,NA,19.5,19.5,100.57142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05555556,4.44444444,3.66666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.976923917155935,0,0,0,"R042BB015NM","042B"
111112,"18090608573441562018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-06,"R042XB014NM",NA,32.0611548,-106.5239934,NA,NA,NA,NA,42.33333333,43.66666667,0.66666667,4.33333333,26.33333333,4,27.33333333,25.66666667,33.33333333,0,0,0,0,12.33333333,0,0,0.33333333,13.66666667,0,0,1.33333333,11.69333333,32.6,1.8,56.13333333,10.04,16.33333333,51.3,38.1875,23.75,43.42857143,51.3,76.38888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13333333,4.71428571,3.625,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",3.12531708671427,7.61193360516399e-06,0,2.57385088182019e-06,"R042BB014NM","042B"
111113,"18090610135134672018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-07,"R042XB021NM",NA,32.0105038,-106.5288397,NA,NA,NA,NA,3.66666667,46.66666667,0.66666667,2.66666667,12.66666667,2,13.66666667,12,16.66666667,0,0,0,0,16.66666667,0,0,30.33333333,19.33333333,0,0,2.66666667,21.45333333,7.62666667,7.32,59.93333333,23.53333333,8.33333333,22.10526316,20.22727273,9.5,21.5,22.83333333,46.95238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57142857,5.75,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",0.101832239739746,0,0,0,"R042BB021NM","042B"
111114,"18090610424684712018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-13,"R042XB021NM",NA,32.01777,-106.54116,NA,NA,NA,NA,3,40.33333333,0,2,9.66666667,1.66666667,10.66666667,9.66666667,18.33333333,0,0,0,0,7.33333333,0,0,48.33333333,8.33333333,0,0,1,18.08,25.2,5.70666667,59.2,10.21333333,9.33333333,21.5,17.44444444,16,20.71428571,21.5,37.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14285714,5.55555556,4.4,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",0.391803860443243,1.45782646658961e-06,0,0,"R042BB021NM","042B"
111115,"1809061201383122018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-19,"R042XB015NM",NA,32.3418336,-107.0645676,NA,NA,NA,NA,39,30.33333333,8.66666667,5,16.33333333,1.66666667,9.33333333,8,5.33333333,0,0,0,0,15.66666667,0,0,13.66666667,17,0,0,1.33333333,25.77333333,22.69333333,10.21333333,74.29333333,15.61333333,13,17.11764706,15.69230769,17,19.66666667,20.55555556,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11111111,2.75,1.6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",5.92067063444639,8.07125294966373e-05,2.50144199383957e-05,5.67624026412748e-05,"R042BB015NM","042B"
111116,"18091109070983212018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-09-04,"R042XB011NM",NA,31.84738,-107.4178919,NA,NA,NA,NA,35,36.66666667,25,0.66666667,36,0,12.33333333,12.33333333,0,0,0,0,0,14.66666667,11.33333333,0,1.66666667,15.33333333,0,0,0.66666667,9.44,11.16,10.72,38.12,6.8,9,40.54166667,36.03571429,NA,88.44444444,88.44444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44444444,4.57142857,4.36363636,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.743721205807378,1.50330239317037e-06,0,1.05721681626866e-06,"R042BB011NM","042B"
111117,"18091110461549402018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-20,"R042XB023NM",NA,32.37715,-107.18868,NA,NA,NA,NA,37.66666667,51.33333333,0,0,51.33333333,0,51.33333333,51.33333333,0,0,0,0,0,11,0,0,0,11,0,0,0,21.50666667,10.17333333,14.01333333,55.44,9.74666667,NA,42.34482759,42.34482759,NA,42.34482759,42.34482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72222222,4.14285714,1.81818182,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",0.312362164405316,0,0,0,"R042BB023NM","042B"
111118,"18091112520330472018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-09-05,"R042XB012NM",NA,31.9548817,-106.9416403,NA,NA,NA,NA,38.66666667,26.33333333,6,5,6,0,0,0,14.33333333,0,0,0,0,28.66666667,0,0,2.66666667,32.33333333,0,0,3.66666667,18.06666667,26.48,8.29333333,61.12,8.28,13.22222222,10.22222222,12.22222222,NA,NA,NA,79.63636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",2.60858234737133,1.31408507919462e-05,4.07283457934337e-06,9.24173034223438e-06,"R042BB012NM","042B"
111119,"18091113130627462018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-20,"R042XB014NM",NA,32.3864189,-107.1283629,NA,NA,NA,NA,40.66666667,32,0,0.33333333,26,0.33333333,26,26,4.33333333,0,0,0,0,13.66666667,0,0,13.66666667,13.66666667,0,0,0,15.12,34.48,7.02666667,74.86666667,18.24,6,32.16666667,29.55,NA,32.76470588,32.76470588,42.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72222222,5.25,4.3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Closed Shrublands",3.07811535482104,2.24625953015211e-05,6.96151786811064e-06,1.57971056922141e-05,"R042BB014NM","042B"
111120,"18091113302082122018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-20,"R042XB015NM",NA,32.2199337,-107.025855,NA,NA,NA,NA,48,25,0,0,0.66666667,0,0.66666667,0.66666667,15.66666667,0,0,0,0,16.33333333,0,0,10.66666667,16.33333333,0,0,0,17.26666667,38.2,3.42666667,64.30666667,5.41333333,23,4.5,13.75,2,5,8,52.47058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77777778,4.28571429,1.81818182,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",2.32778723095409,7.49439676568615e-06,2.24087705935186e-06,5.25048458778676e-06,"R042BB015NM","042B"
111121,"18091113542463092018-09-01","NM_LasCrucesDO_OMDPNM_2018_5-3b_02.mdb","BLM_AIM",2018-08-14,"R042XB011NM",NA,31.85499,-107.08865,NA,NA,NA,NA,48,32,0.66666667,25.33333333,1,0.33333333,0.66666667,0.33333333,5.33333333,0,0,0,0,9.33333333,0,0,10.66666667,9.33333333,0,0,0,19.52,8.46666667,18.78666667,60.18666667,13.41333333,9.37037037,12.33333333,9.66666667,9,11.42857143,17.5,76.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",3.8624681441544,1.02654237496981e-05,0,3.47097406892852e-06,"R042BB011NM","042B"
