"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","DateModified","DateFound","PlotFirstFound","PotentialGenus","PotenialSpecies","PotentialSubspecies","Comments","PhotosTaken","PhotoNumbers","SpecimenCollected","IdentifiedTo","FinalCode","ChangedInDIMA","petalsNumber","petalsColor","petalsSize","sepalsNumber","sepalsColor","sepalsSize","stamensNumber","stamensColor","stamensSize","glumesPresent","ligulesPresent","Noxious","SG_Group","DBKey","DateLoadedInDb","created_user","created_date","last_edited_user","last_edited_date","GlobalID","GrowthHabit","GrowthHabitSub"
"AF1768","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{DFC1661C-1BB5-460C-9BEE-39DC2A1C4E74}",NA,NA
"AF1769","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{1D2331DC-F11E-43E5-AE37-89122FE5CD75}",NA,NA
"AF1770","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{50D3F2D6-C859-4D78-943E-0D0D767C299C}",NA,NA
"AF1771","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A1510B58-5ECF-4292-B4A7-660F13E8A90D}",NA,NA
"AF1772","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F282C81A-2DD7-4AA2-8984-9B3DACFA4AF2}",NA,NA
"AF1773","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A601F046-4CD4-49C0-94E5-FD3FE4DA878F}",NA,NA
"AF1774","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C0A50256-8757-423C-977A-73F6D13FED40}",NA,NA
"AF1775","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{FFC59C6B-7739-4C6E-A189-CA0956BFC36A}",NA,NA
"AF1776","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A1FDAC6A-1A1B-4A59-ABC1-742F949A8CFC}",NA,NA
"AF1777","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{7B7BF931-7BF1-456F-937C-DE5148650FC5}",NA,NA
"AF1778","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3261FEE6-A803-4295-AE58-41019121D26D}",NA,NA
"AF1779","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4EA3ADD2-03E6-4D14-B65B-AB03B45DEFB0}",NA,NA
"AF1780","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{252F164E-70BE-4CF5-8A74-0D162EA4B2DA}",NA,NA
"AF1781","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F1E9FF74-F2D2-4AF5-BB7E-F3DD5EB8E186}",NA,NA
"AF1782","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{451E8730-3466-4E60-89AF-E996A621F29B}",NA,NA
"AF1783","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{ADFEBA24-CEAE-432F-9784-A3510108BD9E}",NA,NA
"AF1784","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4632E1D1-088C-42F6-8E24-CB78B5C4FED2}",NA,NA
"AF1785","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F1F343DB-3DD7-4ACA-92E4-E0A8C60F0E89}",NA,NA
"AF1786","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B7F23E86-403B-4BEE-A78B-4B935DEA2781}",NA,NA
"AF1787","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5A898C83-17E8-4A53-AFD8-055ACD023577}",NA,NA
"AF1788","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0C44441A-B036-49DF-BD12-8429553BEDA7}",NA,NA
"AF1789","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A7A24BC7-6B51-469E-9D1A-006F63C816EE}",NA,NA
"AF1790","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{231C38DD-18B9-45EF-AA0B-0CD8D1CE691E}",NA,NA
"AF1791","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{397BD085-6F06-47B4-BD19-A38694DEC7CF}",NA,NA
"AF1792","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{42CBF762-DB1D-4E00-A020-D52A67CF00FC}",NA,NA
"AF1793","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{88D061AF-117B-4476-9DA3-735491DA5624}",NA,NA
"AF1794","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{22C8C49E-F698-4D63-A0EC-C9F30B7088C9}",NA,NA
"AF1795","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2FE7B8FF-919F-4123-8067-7B24E3152203}",NA,NA
"AF1796","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0362C37F-80DA-4E20-BD27-C6EDC9710C0A}",NA,NA
"AF1797","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{8FA309A1-4FC3-4C9E-9961-44BCF44DB0C7}",NA,NA
"AF1798","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C21C380B-2620-4499-ADF3-11E3EC7EDC00}",NA,NA
"AF1799","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{928D42F2-3032-42E0-9A49-2A78B614182C}",NA,NA
"AF1800","Annual Forb","Annual Forb",NA,99,NA,"5","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{675F84B4-1EF8-42B5-9D08-4ED0CD199AE6}",NA,NA
"AG00","Annual Graminoid Dead Beyond Recognition","Annual Graminoid Dead Beyond Recognition",NA,99,NA,"6","Annual",0,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C047BE1B-06D6-409E-B1CF-E7A2099842F2}",NA,NA
"AG1601","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2019-09-05 07:10:06,2019-04-22 18:00:00,"1904230855013196",NA,NA,NA,"small feid? Red bases.",1,NA,1,NA,"SPCR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{CEC6DE7E-D922-4B61-A9E0-DBF310B1BF53}",NA,NA
"AG1602","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F3E5A514-C6D6-40BB-A8B2-45AAC0F1B424}",NA,NA
"AG1603","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3CA9BAB8-0B51-42D7-B5F8-B9F82AFFDEDD}",NA,NA
"AG1604","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{FC3CB63F-4C12-4F88-9B15-59A724771393}",NA,NA
"AG1605","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{16B69C2B-270C-4B69-A41C-276AB34C59FB}",NA,NA
"AG1606","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{9AADF0C6-A8FC-4898-832E-01F1B3D73CC1}",NA,NA
"AG1607","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B4597969-9699-4A4B-A6E8-5F86934679B3}",NA,NA
"AG1608","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3CE9F2BF-F37B-4C62-8869-48F041994485}",NA,NA
"AG1609","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{7933A1A7-1851-4ED4-B3E0-B49E54226236}",NA,NA
"AG1610","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{959C67CD-2C01-423D-875C-7FE597EF19DC}",NA,NA
"AG1611","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{34AB7323-62E8-47C0-B581-718FE001FDAC}",NA,NA
"AG1612","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{15C57BDF-2534-4A27-AD99-2407E3F3CB4B}",NA,NA
"AG1613","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3B78B8CE-E5C2-48EC-96B1-A768CD3DB3E9}",NA,NA
"AG1614","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{7857079C-A587-47BD-9F71-29A692B3D8F5}",NA,NA
"AG1615","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D34F67C7-0E73-4BD5-B559-0FED3196E170}",NA,NA
"AG1616","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{168646F4-8DBA-4B0A-AA21-49E62C2B7C41}",NA,NA
"AG1617","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4ABA67C0-A1EC-4328-A4B6-AFA3508BC39C}",NA,NA
"AG1618","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4357FADC-31FD-4D58-A824-129AD16D3EA8}",NA,NA
"AG1619","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{65DD2B61-812C-4DC0-B475-A7CE3855433D}",NA,NA
"AG1620","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{646C4EAE-39DF-4673-B7C2-4A391DA1F15B}",NA,NA
"AG1621","Annual Graminoid","Annual Graminoid",NA,99,NA,"6","Annual",0,2000-01-01 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{04E47855-645A-4DC4-BBDF-FA09CF11486F}",NA,NA
